"customer_id","checkout_system","device","country","gender","purchases","spent"
41943,"new","mobile","BRA","F",3,2456.36
92140,"old","mobile","USA","F",4,2575.74
62900,"old","mobile","MEX","F",3,3566.78
41444,"old","mobile","USA","M",4,3438.7
20435,"old","mobile","USA","M",5,2848.33
96511,"new","computer","GBR","F",3,1350.41
23678,"old","mobile","DEU","F",3,37.27
22010,"old","computer","USA","F",3,1533.79
48670,"new","computer","TUR","F",5,3941.37
85602,"new","mobile","USA","F",3,2599.35
19335,"new","mobile","BRA","F",4,1165.98
22484,"new","computer","AUS","M",4,829.78
85266,"new","mobile","BRA","F",4,119.77
10020,"new","computer","GBR","F",5,3485.75
62076,"new","mobile","DEU","F",3,884.16
75250,"new","computer","BRA","M",2,805.68
93918,"new","mobile","BRA","F",3,1797.57
92157,"new","mobile","USA","M",3,245.07
19164,"new","computer","TUR","F",3,3162.04
65300,"new","mobile","TUR","M",4,2319.82
19239,"old","computer","MEX","F",3,2567.77
38172,"old","computer","TUR","F",4,2682.31
54485,"new","mobile","MEX","F",4,2659.3
22743,"old","mobile","GBR","F",4,2677.8
13471,"old","computer","BRA","M",3,2257.14
1689,"new","mobile","BRA","F",4,862.97
95133,"old","mobile","TUR","M",5,2584.79
29482,"old","mobile","USA","F",4,855.47
27918,"old","computer","USA","F",4,2416.25
17550,"old","mobile","BRA","M",2,1794.94
17034,"new","mobile","BRA","M",2,2119.76
90358,"old","mobile","USA","M",4,3216.45
12576,"old","computer","TUR","M",5,5399.92
54607,"new","computer","BRA","M",5,1918.62
28133,"old","mobile","TUR","F",5,1523.69
5835,"new","mobile","MEX","F",4,647.46
95365,"old","computer","DEU","F",3,3450.42
28926,"old","computer","DEU","F",3,2794.33
24697,"old","mobile","AUS","M",4,889.71
27423,"old","mobile","BRA","M",4,3267.69
10597,"new","computer","BRA","M",6,2676.07
32566,"new","mobile","FRA","M",2,3507.08
32093,"old","computer","CAN","F",5,1969.98
72951,"new","mobile","BRA","M",4,4711.58
22842,"new","mobile","USA","F",2,3324.68
2903,"new","computer","MEX","F",3,2832.25
96998,"new","computer","BRA","F",5,2735.57
71476,"new","computer","MEX","M",1,2314.6
37161,"new","mobile","TUR","F",2,3697.55
33560,"new","computer","ESP","M",3,5597.65
29761,"new","mobile","USA","F",5,3551.41
66754,"new","mobile","USA","M",1,1819.79
47802,"old","computer","USA","F",5,600.58
59350,"new","computer","USA","M",4,3291.22
70760,"new","mobile","TUR","F",6,198.15
21116,"old","computer","BRA","F",4,3782.88
86496,"old","mobile","FRA","M",5,3516.6
44614,"new","computer","MEX","M",6,400.21
16810,"new","computer","USA","F",6,1570.49
31395,"old","mobile","USA","M",5,2278.61
5247,"new","mobile","DEU","F",5,992.4
8194,"old","mobile","AUS","M",3,2031.25
32009,"new","computer","DEU","F",3,2807.46
33391,"new","computer","USA","M",3,7605.62
38063,"new","mobile","TUR","F",4,1324.93
32081,"new","mobile","GBR","F",3,2016.61
70246,"old","computer","USA","M",4,761.63
88046,"new","mobile","MEX","F",5,3206.77
95397,"old","mobile","USA","M",4,3152.16
23574,"new","mobile","BRA","F",3,632.44
55988,"new","mobile","USA","F",4,3729.36
58444,"new","mobile","USA","F",2,1217.34
4012,"old","mobile","FRA","M",5,2625.5
67516,"new","mobile","MEX","M",3,683.07
30217,"old","mobile","DEU","M",2,3690.78
6023,"new","computer","USA","M",5,962.21
24175,"new","mobile","TUR","F",3,1954.57
72889,"new","mobile","BRA","F",3,546.11
35375,"old","mobile","TUR","F",3,64.29
5518,"old","computer","BRA","M",4,889.69
44689,"old","mobile","GBR","M",3,1176.16
20996,"old","computer","MEX","M",5,2557.15
86175,"new","computer","MEX","M",4,2743.17
95641,"old","mobile","USA","F",5,2364.76
28109,"old","computer","USA","M",3,1639.55
85317,"new","computer","BRA","M",4,2365.26
55082,"old","computer","TUR","M",3,3300.27
90014,"old","computer","USA","F",4,2408.84
66227,"new","mobile","MEX","F",4,680.42
52049,"new","mobile","GBR","M",4,3818.54
26776,"old","computer","FRA","F",1,3523.89
62126,"new","computer","MEX","M",4,414.88
55705,"old","computer","TUR","M",3,2452.84
85971,"new","mobile","BRA","F",2,3692.07
13892,"old","mobile","BRA","F",3,2028.84
67518,"new","computer","ESP","F",4,3044.76
87636,"old","mobile","USA","M",4,3779.36
85562,"old","mobile","USA","M",4,2095.24
11444,"new","mobile","BRA","M",4,412.36
43633,"old","mobile","BRA","F",3,1116.29
51985,"new","mobile","USA","F",4,3925.06
57732,"old","computer","TUR","M",2,4649.87
43299,"old","mobile","MEX","M",4,2704.57
75653,"new","mobile","BRA","F",4,1777.61
75626,"new","computer","BRA","F",4,619.39
35153,"new","computer","AUS","M",3,2520.8
24626,"new","mobile","MEX","M",4,2854.7
3024,"new","mobile","GBR","M",3,2469.85
11046,"old","mobile","BRA","M",5,4154.9
86186,"new","mobile","GBR","M",5,6069.74
22160,"new","mobile","AUS","M",5,3769
97727,"old","computer","USA","M",3,1630.63
37492,"new","computer","BRA","F",4,512.46
92092,"new","mobile","BRA","M",4,2723.45
41355,"new","computer","ESP","M",3,1179.68
61177,"new","mobile","DEU","F",5,2407.93
54027,"new","mobile","GBR","M",4,1247.32
39938,"new","computer","MEX","F",4,1996.6
45757,"old","mobile","DEU","M",3,2264.59
15371,"new","mobile","USA","M",4,2778.5
71672,"old","mobile","USA","F",3,2759.92
98738,"old","mobile","MEX","F",4,2412.39
44242,"new","mobile","BRA","M",4,4327.08
79424,"old","mobile","MEX","M",6,2484.38
1245,"new","mobile","DEU","M",4,4063.46
29692,"new","mobile","USA","F",5,1004.08
96603,"new","mobile","BRA","F",4,2101.65
11501,"new","computer","BRA","F",5,2086.47
16206,"new","mobile","MEX","F",3,2146.09
7874,"new","computer","ESP","M",4,1135.18
53066,"new","computer","ESP","M",3,1667.16
41446,"new","computer","USA","M",3,1804.46
17559,"new","computer","DEU","M",2,2435.38
40648,"new","mobile","USA","F",2,2633.46
60217,"old","mobile","USA","M",3,478.5
98724,"new","mobile","USA","F",5,2050.99
25854,"new","mobile","GBR","F",4,258.65
32904,"old","computer","BRA","M",1,2033.49
56541,"old","mobile","USA","F",4,3544.68
21072,"new","computer","BRA","M",4,2505.42
49648,"old","computer","USA","F",4,3103.3
41268,"new","computer","DEU","F",4,2284.8
47894,"new","computer","MEX","M",4,1457.2
66247,"new","computer","ESP","F",3,1670.27
25205,"new","mobile","GBR","F",5,379.22
54965,"old","mobile","CAN","M",5,3598.71
85081,"old","mobile","BRA","F",4,2206.44
99374,"new","computer","AUS","F",5,2332.72
41409,"new","computer","USA","M",3,1446.97
40290,"new","computer","BRA","M",4,2627.3
2366,"old","mobile","USA","M",5,1311.93
50849,"new","mobile","MEX","F",2,2208.14
94789,"new","computer","USA","M",3,3684.06
55421,"old","mobile","USA","F",4,205.05
68325,"new","computer","USA","F",4,3673.11
69055,"old","computer","USA","F",3,3030.11
50239,"new","mobile","MEX","M",4,1521.65
65336,"new","computer","BRA","F",3,879.01
34797,"new","mobile","USA","F",3,3131.18
56844,"new","mobile","USA","F",4,1231.3
13244,"new","computer","DEU","M",5,1073.22
4750,"new","computer","USA","M",3,1952.16
87530,"new","mobile","USA","M",3,1038.53
26013,"old","computer","BRA","M",4,1105.8
59922,"old","computer","MEX","F",3,3296.07
41236,"old","mobile","BRA","F",4,3023.99
59411,"new","computer","USA","M",6,975.51
77279,"new","mobile","MEX","M",4,6422.85
59780,"old","mobile","USA","M",4,1619.45
52008,"new","computer","DEU","F",2,1047.68
50721,"old","mobile","USA","M",3,1475.69
38198,"new","computer","MEX","F",3,3527.17
88377,"new","computer","BRA","F",3,1992.98
6103,"new","mobile","FRA","F",4,711.76
7322,"new","mobile","GBR","F",3,2762.39
48448,"new","mobile","TUR","M",4,2684.42
33918,"old","computer","FRA","F",4,1643.69
90737,"old","mobile","USA","M",2,2703.36
48013,"new","mobile","BRA","F",4,6059.33
90632,"old","mobile","USA","F",4,1.84
30404,"old","computer","FRA","M",2,2447.08
41311,"new","mobile","USA","M",2,2719.31
201,"new","mobile","BRA","F",2,2391.22
89443,"new","computer","USA","F",4,1880.97
22492,"new","mobile","FRA","F",3,3332.31
22593,"new","mobile","BRA","F",6,2972.02
12306,"new","computer","USA","M",5,1939.04
87149,"new","mobile","USA","M",5,3975.76
38297,"old","computer","BRA","M",1,1801.52
62842,"new","mobile","TUR","M",2,3586.31
15353,"old","computer","USA","F",3,2339.23
32038,"new","mobile","BRA","F",4,4454.99
19509,"new","mobile","BRA","F",3,5451.16
52423,"old","computer","USA","F",4,3477.88
99868,"old","computer","BRA","M",3,1232.9
11033,"new","mobile","BRA","M",4,3820.6
9073,"new","mobile","USA","F",1,809.09
1487,"old","mobile","BRA","M",4,3265.47
74260,"new","mobile","MEX","F",4,458.17
98209,"old","mobile","BRA","M",5,614.3
41830,"new","mobile","GBR","F",2,188.68
77254,"old","mobile","TUR","F",4,4456.47
91990,"old","mobile","MEX","F",3,1094.43
5892,"new","mobile","DEU","M",2,1991.03
70904,"old","computer","CAN","M",1,1368.66
99133,"old","mobile","USA","M",4,1936.36
63974,"new","computer","GBR","F",2,1807.1
74586,"new","mobile","GBR","F",4,2434.96
16579,"old","mobile","FRA","F",4,953.21
89271,"old","computer","DEU","M",5,855.76
3642,"old","computer","AUS","F",3,1957.16
81279,"old","mobile","BRA","M",4,1993.3
56047,"new","mobile","TUR","M",1,2306.7
58449,"old","computer","TUR","M",4,1133.22
25575,"new","mobile","BRA","M",5,2613.01
40319,"new","computer","MEX","M",2,94.89
54879,"old","computer","BRA","M",3,5162.92
73523,"new","mobile","CAN","F",5,1792.62
3277,"new","computer","USA","F",3,2997.02
62969,"new","mobile","FRA","F",3,4059.02
80868,"old","computer","MEX","F",5,801.48
87269,"new","mobile","USA","F",3,1498.85
74325,"new","mobile","AUS","F",5,3038.57
52823,"old","computer","BRA","F",4,2839.94
56583,"old","mobile","FRA","M",4,1614.19
64409,"new","mobile","DEU","M",2,585.13
35371,"old","mobile","USA","M",3,389.16
28180,"new","computer","USA","F",4,1483.56
33192,"old","mobile","FRA","F",4,2483.83
24806,"old","computer","USA","F",5,694.18
7841,"new","mobile","BRA","M",5,1831.16
30713,"new","computer","USA","F",2,1143.42
21571,"new","computer","USA","M",4,3669.16
19613,"old","computer","USA","F",3,2146.99
70326,"old","computer","USA","F",3,776.44
78952,"old","computer","FRA","F",5,4971.12
35541,"old","mobile","USA","F",5,2475.52
10591,"old","mobile","MEX","F",4,3128.57
35143,"new","mobile","BRA","M",5,106.65
28462,"new","mobile","MEX","F",4,2280.26
40227,"new","mobile","BRA","F",4,714.85
34188,"old","computer","FRA","M",4,2116.92
28196,"old","computer","BRA","F",3,2934.26
6140,"old","mobile","USA","M",3,1386.98
46843,"old","computer","BRA","F",3,333.57
60351,"new","computer","USA","F",4,1055.4
4613,"new","mobile","USA","M",2,3011.32
64258,"new","computer","DEU","M",6,3430.99
53629,"new","computer","BRA","M",3,2505.75
14840,"new","mobile","FRA","M",2,2478.27
22556,"new","mobile","USA","F",2,986.11
77068,"old","computer","USA","F",2,1981.45
90215,"new","computer","BRA","F",3,636.37
97541,"old","mobile","CAN","M",3,956.45
84058,"new","mobile","USA","F",3,686.29
18889,"old","computer","ESP","F",5,1176.26
45471,"new","mobile","USA","F",6,2945.73
48641,"new","mobile","MEX","F",3,960.8
8242,"new","mobile","MEX","F",4,1049.76
22409,"old","mobile","MEX","F",4,1499.83
577,"new","computer","CAN","F",1,3749.07
54781,"old","computer","USA","M",5,3042.4
51013,"new","computer","USA","F",3,2223.45
2843,"new","mobile","DEU","M",3,2932.98
53728,"old","mobile","AUS","M",2,1594.4
22281,"old","mobile","FRA","M",2,2727.84
85830,"old","computer","GBR","M",6,1650.07
56311,"old","computer","GBR","M",4,5359.71
6118,"old","mobile","BRA","M",4,665.27
38259,"new","mobile","GBR","M",3,2741.21
98419,"new","mobile","USA","M",4,1783.91
26606,"old","computer","USA","M",4,219.08
73292,"new","mobile","DEU","F",2,3544.26
59677,"old","mobile","USA","M",2,2473.4
57442,"new","mobile","MEX","M",4,6732.77
92883,"new","mobile","MEX","M",2,2353.58
91914,"old","mobile","BRA","F",2,2998.16
84317,"old","computer","USA","M",5,204.34
88105,"new","computer","BRA","M",4,195.27
17542,"old","computer","FRA","M",4,1726.33
41031,"old","computer","BRA","M",4,2200.82
77509,"new","mobile","USA","F",2,2637
39962,"new","mobile","USA","M",5,3109.79
32685,"new","mobile","DEU","M",5,4339.35
28181,"old","computer","BRA","F",4,2342.39
59290,"new","mobile","GBR","F",4,814.16
76556,"new","mobile","GBR","M",5,1469.29
23672,"old","mobile","USA","F",3,1648.68
34165,"old","computer","USA","M",3,36.61
52636,"new","computer","USA","F",3,1584.18
2456,"new","mobile","MEX","F",5,2261.09
82861,"new","mobile","BRA","F",3,1567.73
57280,"new","mobile","BRA","M",6,1601.89
85637,"old","computer","USA","M",2,2170.42
51160,"new","mobile","USA","M",1,2563.75
65034,"new","computer","USA","F",5,981.24
75693,"new","mobile","GBR","F",3,4110.43
49045,"old","mobile","CAN","F",3,1459.99
55885,"old","computer","MEX","M",5,5569.33
22918,"old","computer","GBR","M",3,2012.73
66246,"new","computer","USA","F",3,2224.5
98697,"new","computer","MEX","F",4,1508.76
88070,"new","mobile","BRA","F",3,135.23
87282,"old","mobile","BRA","M",2,97.53
61031,"old","mobile","TUR","M",3,3702.6
6929,"new","mobile","MEX","F",4,1461.67
6975,"old","computer","BRA","F",5,1575.44
48402,"new","computer","USA","F",4,4137.54
62068,"new","computer","MEX","M",2,2263.9
77510,"old","mobile","MEX","M",3,2922.63
97813,"old","computer","GBR","F",5,885.15
90554,"new","computer","ESP","M",5,2445.53
58014,"old","computer","DEU","M",5,4074.66
64757,"old","computer","USA","F",5,2401.97
47568,"new","computer","CAN","M",4,1949.98
84176,"old","computer","USA","F",4,6285.51
9522,"old","computer","TUR","M",4,2250.58
57860,"new","mobile","USA","F",3,303.47
25394,"new","mobile","USA","M",2,1411.41
21795,"new","computer","USA","F",3,2116.88
54405,"old","mobile","USA","M",4,636.65
42403,"old","mobile","USA","F",5,4860.9
16008,"old","computer","FRA","M",4,3086.29
96780,"old","computer","GBR","F",6,1626.39
93079,"old","mobile","AUS","F",3,2480.99
95634,"old","computer","USA","M",3,4634.18
12201,"new","mobile","GBR","F",2,3933.88
73789,"old","mobile","ESP","F",5,1801.79
3615,"old","computer","MEX","M",4,3709.83
5212,"old","mobile","FRA","M",2,1234.9
50414,"new","computer","BRA","F",7,1051.67
47868,"new","computer","USA","F",3,1824.33
80017,"old","computer","BRA","F",5,2687.24
31722,"new","computer","CAN","M",5,2509.88
2345,"new","computer","USA","F",4,372.56
58317,"old","mobile","MEX","F",3,147.8
11309,"old","mobile","MEX","M",2,2511.16
91210,"new","mobile","DEU","F",1,3011.84
53380,"new","mobile","BRA","F",3,4257.89
41737,"new","computer","USA","M",3,1480.57
66301,"old","computer","BRA","F",3,5228.89
7809,"old","computer","BRA","M",6,2263.87
88189,"new","computer","USA","F",4,5818.52
67123,"old","mobile","TUR","M",4,2085.39
26036,"new","mobile","USA","F",4,2641.01
19435,"old","mobile","DEU","F",3,1634.16
18586,"old","computer","FRA","F",5,443.36
13087,"old","computer","MEX","M",4,3014.29
14072,"new","computer","TUR","M",1,1914.02
98872,"old","mobile","USA","M",2,1099.58
611,"old","mobile","MEX","F",3,2237.1
88697,"old","computer","DEU","M",3,1259.7
86795,"new","mobile","USA","F",3,2236.17
12821,"old","mobile","ESP","M",5,2822.44
35374,"new","mobile","DEU","F",3,1417.9
82897,"new","mobile","BRA","F",5,4453.57
43004,"new","computer","MEX","F",3,1806.83
58557,"old","computer","FRA","M",3,3549.56
58240,"new","computer","USA","F",3,5278.04
45589,"new","computer","USA","F",5,973.39
75679,"old","computer","GBR","F",4,3743.02
8852,"new","computer","MEX","M",3,2949.92
76443,"new","mobile","USA","M",4,4338.63
46035,"old","mobile","CAN","M",2,490.07
52862,"new","computer","MEX","F",2,5229.3
46367,"new","computer","CAN","F",5,3920.23
94497,"new","mobile","CAN","F",4,1114.75
83965,"new","mobile","BRA","F",3,2173.98
93867,"old","mobile","USA","F",3,3635.62
98818,"old","mobile","BRA","F",5,1906.28
74942,"new","mobile","TUR","F",4,6102.66
82796,"old","mobile","TUR","M",4,4839.71
85808,"new","mobile","USA","F",3,738.81
85231,"old","mobile","USA","M",3,2109.78
25130,"new","computer","BRA","M",4,2140.35
76445,"new","mobile","USA","F",3,1678.84
71375,"new","computer","MEX","F",2,392.64
75633,"old","mobile","USA","M",4,1733.86
92403,"new","computer","GBR","M",4,1440.16
91824,"old","mobile","BRA","M",3,3086.86
84307,"new","computer","BRA","F",4,1742.02
49898,"new","computer","BRA","F",3,2447.44
20044,"new","mobile","BRA","F",4,1554.74
62999,"old","mobile","USA","F",3,1623.07
89017,"new","computer","ESP","M",4,1125.45
51417,"old","computer","DEU","M",3,525.49
86782,"new","computer","USA","M",3,2062.48
73211,"old","mobile","ESP","M",3,4241.36
2373,"new","mobile","TUR","F",4,426.92
24613,"new","computer","GBR","F",2,509.43
39406,"new","computer","DEU","M",3,2144.52
18157,"old","computer","USA","F",4,1767.52
62522,"new","mobile","ESP","M",4,3559.83
10292,"new","mobile","CAN","M",4,1389.7
55041,"new","mobile","FRA","F",3,885.56
27705,"old","computer","BRA","F",6,2497.38
80085,"new","computer","USA","M",3,3002.61
38904,"new","computer","FRA","F",1,3600.35
45444,"new","mobile","BRA","F",3,4606.61
44974,"old","mobile","ESP","F",2,3512.59
97226,"new","mobile","TUR","F",5,1681.62
52561,"old","computer","USA","F",5,1531.63
58263,"old","computer","BRA","M",4,1533.45
15119,"old","mobile","USA","M",2,1212.57
66193,"old","computer","BRA","F",3,2799.03
25920,"old","mobile","USA","M",3,2108.78
72159,"new","mobile","MEX","F",3,1633.17
97079,"new","computer","USA","F",2,2599.1
41383,"new","mobile","TUR","F",3,2105.59
334,"old","mobile","USA","M",2,2192.98
51202,"new","mobile","USA","F",3,214.77
10603,"new","mobile","MEX","M",3,3575.69
61715,"new","computer","USA","M",2,2466.67
19158,"old","mobile","FRA","M",2,7383.29
5532,"old","computer","MEX","F",2,1677.16
8841,"new","mobile","MEX","M",3,6088.7
98092,"old","computer","ESP","M",4,1244.49
55070,"old","computer","TUR","F",3,2768.19
26640,"new","computer","USA","F",5,1512.51
98144,"new","mobile","USA","F",3,879.3
82118,"new","computer","USA","F",5,6196.12
91797,"new","computer","BRA","F",3,2972.98
9824,"old","computer","MEX","F",3,1660.42
88926,"old","mobile","BRA","F",5,2872.88
45247,"old","computer","DEU","F",5,1658.18
5485,"new","mobile","FRA","F",4,2604.1
57829,"new","computer","BRA","F",1,710.18
16648,"new","mobile","CAN","M",3,481.42
55998,"old","computer","BRA","F",5,1529.92
37406,"old","mobile","BRA","M",4,4044.7
9101,"new","computer","CAN","M",4,3084.66
52643,"new","computer","AUS","M",4,2658.15
83679,"new","mobile","USA","F",4,2174.83
15932,"new","computer","USA","F",4,704.32
43621,"old","computer","DEU","M",4,6821.25
32117,"new","mobile","USA","F",4,239.16
73418,"old","computer","BRA","F",3,2156.7
70211,"old","mobile","USA","F",2,567.95
50782,"old","computer","GBR","F",5,3211.68
17009,"old","mobile","USA","F",3,2695.85
35739,"old","computer","USA","M",4,858.94
74724,"old","computer","TUR","M",4,3153.53
85648,"old","mobile","USA","M",3,1340.92
67077,"old","computer","DEU","F",5,3914.65
38898,"new","computer","TUR","M",3,2953.58
62336,"new","mobile","BRA","F",4,2670.25
78845,"new","mobile","USA","F",1,503.99
61772,"new","mobile","USA","F",3,3675.38
20911,"new","computer","TUR","M",2,1968.56
33084,"new","computer","BRA","F",4,4551.59
5573,"new","mobile","USA","M",3,1587.89
47481,"old","computer","BRA","F",3,1463.14
42207,"new","computer","DEU","F",1,4121.58
45620,"old","mobile","TUR","M",5,11.05
96790,"old","mobile","USA","F",3,3174.9
84427,"old","computer","TUR","F",5,3902.58
96315,"old","mobile","BRA","M",4,2165.65
15263,"new","computer","ESP","F",4,566.98
41730,"old","mobile","USA","M",4,3542.84
97328,"new","computer","USA","M",6,1486.43
15805,"new","mobile","BRA","F",6,1674.77
65623,"old","computer","USA","F",4,2381.8
97374,"new","computer","USA","F",4,1504.01
70612,"old","computer","BRA","F",5,2010.88
85408,"new","computer","GBR","F",2,2277.04
39629,"new","computer","GBR","M",4,3424.4
28033,"new","mobile","BRA","M",2,1379.01
51245,"new","computer","FRA","M",4,4606.3
12880,"new","mobile","TUR","M",4,1662.53
14871,"new","computer","USA","M",2,2537.78
41741,"new","computer","TUR","M",2,2079.19
74305,"old","computer","ESP","F",4,5284.11
58299,"old","computer","GBR","F",4,4308.71
77306,"old","mobile","ESP","M",3,1700.33
98474,"old","computer","BRA","M",2,3200.15
11378,"new","mobile","MEX","F",4,3452.87
40074,"new","computer","BRA","F",3,1975.85
55077,"new","computer","MEX","M",3,1004.4
37787,"new","computer","BRA","F",4,423.23
13537,"new","mobile","MEX","F",4,3216.36
29348,"old","computer","TUR","F",3,465.95
67052,"old","computer","MEX","F",3,1538.54
71264,"old","mobile","BRA","F",4,2619.58
40065,"new","mobile","USA","M",4,2332.7
74540,"new","computer","USA","M",2,1348.6
43121,"new","mobile","ESP","F",6,1524.67
68112,"old","computer","BRA","F",3,1452.62
69455,"old","mobile","ESP","F",3,2843.05
91296,"old","computer","BRA","F",4,2974.06
17345,"old","computer","GBR","F",4,5004.45
28577,"old","computer","DEU","M",4,3897.49
32040,"new","computer","USA","M",3,1163.24
92834,"old","computer","USA","F",4,1227.9
57722,"new","mobile","AUS","M",2,4092.29
9256,"old","mobile","MEX","F",5,2416.96
60147,"old","computer","USA","F",4,740.44
32408,"new","mobile","BRA","F",1,4213.01
29508,"old","computer","ESP","F",5,2874.55
93653,"new","computer","USA","M",3,2531.78
29454,"new","computer","BRA","F",3,885.08
92135,"old","computer","BRA","F",4,1661.11
50400,"new","mobile","BRA","M",3,1196.41
95346,"old","mobile","USA","F",4,2939.75
57433,"old","mobile","FRA","M",3,1675.96
57899,"old","mobile","BRA","F",4,4791.8
36280,"new","computer","GBR","M",4,3163.36
37621,"new","mobile","USA","F",3,1732
78836,"old","computer","MEX","M",5,4304.49
62603,"old","computer","BRA","M",5,2851.87
66596,"old","computer","USA","M",4,5094.56
73708,"new","computer","USA","F",3,494.04
87270,"old","mobile","BRA","M",5,1027.27
44885,"old","computer","FRA","M",4,3709.25
83404,"old","mobile","USA","M",3,2484.39
63680,"new","mobile","TUR","F",4,1477.81
90180,"old","computer","BRA","M",3,1659.06
7640,"old","mobile","DEU","M",4,3285.88
41417,"new","computer","BRA","M",6,994.35
74465,"old","computer","BRA","F",4,3712.6
71341,"old","mobile","USA","F",3,1215.53
98893,"new","mobile","USA","F",4,1276.19
93153,"new","mobile","GBR","F",4,2958.55
83115,"old","computer","BRA","M",6,1878.34
39153,"new","computer","USA","M",4,2020.67
84699,"new","mobile","USA","M",3,599.58
69210,"old","computer","USA","M",4,1463.78
14128,"old","computer","TUR","F",3,745.15
59851,"old","computer","USA","F",4,440.63
21250,"new","computer","BRA","F",5,2360.2
62725,"old","computer","CAN","F",2,5081.29
27352,"old","computer","USA","F",3,3438.59
53733,"old","mobile","BRA","M",4,2281.58
78933,"old","mobile","FRA","M",4,1762.54
43954,"old","computer","TUR","F",4,2242.8
44783,"old","computer","BRA","M",4,4997.42
61813,"old","mobile","USA","M",4,1632.64
75273,"old","mobile","USA","M",5,721.44
48292,"old","computer","USA","M",5,2917.92
19126,"old","computer","MEX","M",4,1830.22
52939,"old","mobile","ESP","M",3,2255.29
38855,"new","mobile","MEX","M",2,3942.01
13977,"new","mobile","TUR","F",5,3204.77
66076,"new","computer","BRA","M",5,1415.09
2289,"old","computer","BRA","M",4,1649.29
38330,"new","computer","TUR","M",3,2009.53
46038,"new","mobile","MEX","M",2,2391.31
62106,"old","mobile","USA","F",2,2063
46175,"new","mobile","GBR","M",2,2441.93
61456,"new","mobile","USA","M",2,4380.47
31773,"new","mobile","TUR","F",3,859.76
45430,"new","computer","USA","F",5,2562.7
67167,"old","mobile","BRA","M",2,1854.85
7650,"new","computer","USA","M",4,969.63
49684,"new","computer","BRA","M",3,652.85
13333,"old","computer","TUR","F",4,3345.52
29682,"new","computer","BRA","F",4,3450.7
87800,"old","mobile","USA","F",2,892.88
85992,"new","computer","USA","F",3,1911.37
78364,"old","computer","USA","M",5,3590.21
22718,"new","mobile","BRA","F",4,1255.56
98020,"old","computer","DEU","M",3,1884.97
34107,"old","computer","GBR","M",3,2973.6
8342,"old","computer","TUR","M",5,589.23
48740,"old","computer","GBR","F",2,236.63
42153,"new","mobile","USA","M",4,1547.09
57070,"new","computer","MEX","F",3,1505.07
15662,"old","mobile","DEU","F",1,2411.15
14698,"new","computer","GBR","M",1,1604.75
58877,"old","mobile","USA","M",3,2132.84
81414,"old","mobile","BRA","M",4,2927.98
19948,"new","mobile","DEU","M",6,3010.21
55477,"old","mobile","MEX","F",3,1404.71
58689,"old","computer","MEX","F",3,217.25
22635,"new","computer","BRA","M",3,3560.62
76027,"new","mobile","ESP","F",4,409.57
58373,"new","computer","BRA","F",5,1392.84
73557,"old","mobile","BRA","M",5,2916.81
6696,"old","mobile","USA","F",4,2509.3
54540,"old","computer","AUS","F",4,1077.1
45928,"old","mobile","ESP","M",3,2749.21
24627,"old","mobile","GBR","M",4,2354.46
80400,"old","computer","BRA","M",4,2360.54
32949,"new","mobile","BRA","F",6,5009.09
71744,"new","computer","ESP","F",3,2822.43
95768,"new","computer","BRA","M",3,1899.42
40913,"new","computer","USA","F",4,3740.86
9041,"old","mobile","USA","M",3,3346.4
61196,"new","mobile","USA","F",3,1159.9
75705,"old","computer","TUR","M",3,5073.34
5241,"new","computer","USA","F",1,4340.94
49626,"old","mobile","BRA","F",2,1614.58
13596,"old","computer","CAN","F",3,1430.02
53983,"new","mobile","BRA","M",3,3215.05
34177,"new","computer","BRA","F",5,1537.56
35688,"new","mobile","BRA","M",3,4100.01
50827,"old","mobile","FRA","F",3,48.74
15077,"new","computer","MEX","M",3,1378.47
69451,"old","mobile","BRA","F",4,3617.07
61913,"new","computer","GBR","F",3,1914.32
98731,"old","computer","BRA","F",4,2763.25
3389,"old","computer","CAN","M",3,2346.92
24466,"new","computer","USA","M",4,3014.69
420,"new","computer","MEX","M",3,455.37
61688,"new","mobile","FRA","M",5,2057.99
42677,"new","computer","USA","F",4,1456.88
18691,"old","mobile","USA","M",5,818.96
93329,"new","mobile","BRA","F",4,1775.72
39485,"old","computer","FRA","M",2,3575.16
37076,"old","mobile","TUR","M",4,1852.54
98796,"old","computer","BRA","M",3,2499.12
83250,"old","mobile","USA","F",3,2866.62
69423,"old","mobile","AUS","F",3,4198.97
23065,"old","mobile","BRA","M",4,2406.82
65351,"old","mobile","DEU","M",3,484.56
83863,"old","mobile","USA","M",3,1177.63
93923,"old","mobile","GBR","F",3,4061.26
62529,"new","computer","FRA","F",3,6051.79
75170,"old","mobile","USA","M",3,3163.39
98124,"new","computer","BRA","F",3,3413.21
77713,"new","computer","GBR","M",2,3838.58
62030,"new","computer","USA","F",4,3248.55
49557,"new","mobile","BRA","F",6,1198.48
15451,"new","computer","CAN","F",3,2166.41
39782,"new","mobile","BRA","M",4,1254.59
25845,"new","computer","USA","F",3,1169.51
41324,"old","computer","BRA","M",3,1097.21
4966,"new","mobile","USA","M",3,2619.01
62063,"new","mobile","CAN","F",4,1797.77
68239,"new","mobile","GBR","F",3,614.94
91435,"old","mobile","TUR","M",4,651.8
10222,"new","computer","USA","F",4,1031.27
93294,"old","computer","BRA","F",3,2931
86424,"new","computer","USA","M",4,2741.14
14148,"old","computer","FRA","F",5,2111.27
